# probe_name     : rest
# profile        : max-debug
# profile_type   : debug
# arm            : right
# kind           : baseline
# recorded_utc   : 2026-08-08T06:41:14.372Z
# duration_s     : 5.000
# sample_rate_hz : 1000
# n_samples      : 5000
# channels       : ulnar, median, radial
# value_range    : -1..+1  (Companion raw SNC)
# notes          : session baseline (recorded via header button)
# effort         : easy
# fatigue        : none
# schema         : armband/probe/1
t_ms,ulnar,median,radial
1415,0.11658,0.08820,0.04642
1416,0.13251,0.11603,0.01862
1417,0.09225,0.09943,0.00848
1418,0.01773,0.04169,0.01080
1419,-0.04651,-0.02008,0.01724
1420,-0.06586,-0.04129,0.02386
1421,-0.03809,-0.00800,0.02939
1422,0.01074,0.04727,0.03052
1423,0.04883,0.07059,0.02258
1424,0.05930,0.03253,0.00504
1425,0.04340,-0.04568,-0.01556
1426,0.01141,-0.11032,-0.02890
1427,-0.02539,-0.12036,-0.02789
1428,-0.05481,-0.07861,-0.01340
1429,-0.06403,-0.02325,0.00775
1430,-0.04681,0.00854,0.02921
1431,-0.01239,0.01022,0.05087
1432,0.01776,0.00354,0.07797
1433,0.02719,0.01160,0.11154
1434,0.01941,0.03339,0.13806
1435,0.01175,0.04205,0.13022
1436,0.01221,0.00745,0.06598
1437,0.00504,-0.07547,-0.04535
1438,-0.03391,-0.17389,-0.15500
1439,-0.10349,-0.23090,-0.20050
1440,-0.16275,-0.19992,-0.15164
1441,-0.15796,-0.07907,-0.03854
1442,-0.07263,0.07916,0.06671
1443,0.04733,0.19476,0.10312
1444,0.12286,0.20999,0.06369
1445,0.10437,0.12723,-0.00772
1446,0.01248,0.00507,-0.05997
1447,-0.08008,-0.08499,-0.07532
1448,-0.10965,-0.10748,-0.07217
1449,-0.07071,-0.07822,-0.07330
1450,-0.01028,-0.03775,-0.07675
1451,0.02151,-0.01187,-0.05896
1452,0.01657,0.00400,-0.00439
1453,0.00751,0.02646,0.07092
1454,0.02707,0.05576,0.12643
1455,0.07031,0.06866,0.12839
1456,0.09711,0.03934,0.07584
1457,0.07043,-0.03305,-0.00027
1458,-0.00696,-0.11725,-0.06055
1459,-0.09036,-0.16922,-0.08087
1460,-0.12552,-0.16003,-0.05914
1461,-0.08664,-0.09152,-0.00735
1462,0.00717,0.00720,0.05618
1463,0.10474,0.09473,0.10867
1464,0.15228,0.13464,0.12573
1465,0.12274,0.11105,0.09399
1466,0.03220,0.03943,0.02750
1467,-0.06598,-0.03625,-0.03177
1468,-0.10977,-0.06604,-0.03928
1469,-0.06824,-0.02756,0.01688
1470,0.03537,0.05444,0.10291
1471,0.13699,0.12250,0.16443
1472,0.17612,0.12851,0.16849
1473,0.13785,0.07050,0.12488
1474,0.05893,-0.00684,0.06952
1475,-0.00449,-0.04825,0.03125
1476,-0.01843,-0.02869,0.01645
1477,0.01083,0.03323,0.02032
1478,0.05087,0.09558,0.04135
1479,0.07001,0.12424,0.07712
1480,0.05560,0.10965,0.10919
1481,0.01596,0.06323,0.10629
1482,-0.02704,0.00540,0.05264
1483,-0.04816,-0.04193,-0.02673
1484,-0.02988,-0.05856,-0.07809
1485,0.02655,-0.03186,-0.06424
1486,0.09756,0.03339,0.00101
1487,0.14725,0.11002,0.06531
1488,0.14777,0.15811,0.08554
1489,0.09622,0.14774,0.06247
1490,0.01593,0.08014,0.03094
1491,-0.05783,-0.01001,0.02188
1492,-0.09735,-0.07532,0.03671
1493,-0.09525,-0.08646,0.05429
1494,-0.06512,-0.05090,0.05328
1495,-0.03171,-0.00583,0.02490
1496,-0.01593,0.01004,-0.02826
1497,-0.02231,-0.01556,-0.09421
1498,-0.03714,-0.06113,-0.14899
1499,-0.03979,-0.08942,-0.16190
1500,-0.02039,-0.07684,-0.11667
1501,0.01050,-0.03101,-0.03326
1502,0.02881,0.01578,0.03683
1503,0.01657,0.03174,0.04700
1504,-0.02298,0.00931,-0.00610
1505,-0.06726,-0.03061,-0.07880
1506,-0.09116,-0.05707,-0.11633
1507,-0.08481,-0.05383,-0.09549
1508,-0.05765,-0.02979,-0.03632
1509,-0.02795,-0.00684,0.02240
1510,-0.00784,0.00262,0.05606
1511,0.00351,0.00607,0.06592
1512,0.01459,0.01944,0.06525
1513,0.03036,0.04532,0.06061
1514,0.04550,0.06476,0.04745
1515,0.04877,0.05325,0.02112
1516,0.03458,0.00745,-0.01154
1517,0.01117,-0.04477,-0.03217
1518,-0.00354,-0.06311,-0.02359
1519,0.00418,-0.02866,0.01553
1520,0.03183,0.03781,0.06552
1521,0.06204,0.09045,0.09573
1522,0.07611,0.09534,0.08435
1523,0.06766,0.05765,0.03452
1524,0.04474,0.01630,-0.02591
1525,0.02090,0.01028,-0.06299
1526,0.00516,0.04626,-0.05988
1527,-0.00034,0.09512,-0.02643
1528,0.00351,0.11896,0.01224
1529,0.01465,0.10367,0.03604
1530,0.02820,0.06738,0.04196
1531,0.03589,0.04007,0.03931
1532,0.03168,0.03555,0.03827
1533,0.01947,0.04260,0.04370
1534,0.01178,0.03998,0.05569
1535,0.01685,0.01688,0.06876
1536,0.02554,-0.02151,0.06897
1537,0.01593,-0.06345,0.03909
1538,-0.02451,-0.09982,-0.02222
1539,-0.07892,-0.12332,-0.08249
1540,-0.10825,-0.12558,-0.08771
1541,-0.08493,-0.10278,-0.00845
1542,-0.02264,-0.06598,0.11755
1543,0.03104,-0.03909,0.19815
1544,0.03586,-0.03992,0.15961
1545,-0.00507,-0.06238,0.01892
1546,-0.05246,-0.08356,-0.11835
1547,-0.07474,-0.09100,-0.14429
1548,-0.08078,-0.09882,-0.04367
1549,-0.10474,-0.12936,0.09238
1550,-0.15836,-0.17722,0.14807
1551,-0.20535,-0.19974,0.08194
1552,-0.19162,-0.15329,-0.04782
1553,-0.10330,-0.04245,-0.14648
1554,0.00906,0.07169,-0.16406
1555,0.06989,0.11996,-0.11972
1556,0.04538,0.08536,-0.06161
1557,-0.02780,0.01569,-0.01865
1558,-0.07895,-0.02399,0.00830
1559,-0.06683,-0.00986,0.02286
1560,-0.00980,0.02850,0.01889
1561,0.04108,0.04803,-0.00665
1562,0.05200,0.03735,-0.03818
1563,0.03091,0.01941,-0.05255
1564,0.00937,0.01605,-0.04782
1565,0.00900,0.01944,-0.05255
1566,0.02737,0.00446,-0.09567
1567,0.05060,-0.03369,-0.16666
1568,0.07135,-0.06281,-0.21167
1569,0.09100,-0.04111,-0.17773
1570,0.10696,0.03687,-0.06442
1571,0.10483,0.12433,0.06830
1572,0.06812,0.15515,0.14508
1573,-0.00253,0.09702,0.13190
1574,-0.08118,-0.02292,0.05447
1575,-0.13077,-0.13992,-0.03101
1576,-0.12894,-0.19894,-0.08237
1577,-0.08371,-0.18707,-0.09155
1578,-0.02554,-0.13028,-0.07297
1579,0.01703,-0.06573,-0.04211
1580,0.03690,-0.01590,-0.00760
1581,0.04724,0.01855,0.02280
1582,0.06329,0.04755,0.03857
1583,0.08508,0.07578,0.03372
1584,0.09671,0.09531,0.01669
1585,0.08191,0.09198,0.00711
1586,0.04086,0.06052,0.01837
1587,-0.00687,0.01498,0.04315
1588,-0.03546,-0.01715,0.05740
1589,-0.03094,-0.01529,0.04126
1590,-0.00085,0.01532,-0.00241
1591,0.03140,0.04575,-0.04929
1592,0.04300,0.04724,-0.07205
1593,0.02878,0.01761,-0.05939
1594,0.00610,-0.01520,-0.02011
1595,0.00259,-0.01730,0.02661
1596,0.03366,0.02002,0.06381
1597,0.08734,0.07019,0.08249
1598,0.13062,0.09167,0.08096
1599,0.13446,0.06104,0.06293
1600,0.09662,-0.00894,0.03632
1601,0.04163,-0.07898,0.01160
1602,-0.00110,-0.11084,-0.00214
1603,-0.02048,-0.09131,-0.00095
1604,-0.02652,-0.03717,0.01273
1605,-0.03433,0.01843,0.03186
1606,-0.04700,0.04742,0.04828
1607,-0.05478,0.04321,0.05673
1608,-0.04715,0.02298,0.05811
1609,-0.02344,0.01361,0.05844
1610,0.00708,0.02991,0.06238
1611,0.03116,0.06052,0.06461
1612,0.03564,0.07510,0.04922
1613,0.01022,0.04990,0.00290
1614,-0.04642,-0.00867,-0.06717
1615,-0.11813,-0.06519,-0.12842
1616,-0.17123,-0.08264,-0.14200
1617,-0.17142,-0.05365,-0.09381
1618,-0.10895,-0.00714,-0.00974
1619,-0.01129,0.01633,0.06110
1620,0.07126,-0.00204,0.08313
1621,0.09866,-0.04550,0.06046
1622,0.06790,-0.07864,0.02884
1623,0.01202,-0.07712,0.02231
1624,-0.02698,-0.04459,0.04401
1625,-0.02939,-0.00516,0.06561
1626,-0.00873,0.01855,0.05386
1627,0.00378,0.02118,-0.00024
1628,-0.01294,0.01334,-0.07410
1629,-0.05338,0.00821,-0.13123
1630,-0.09186,0.00995,-0.14844
1631,-0.10339,0.01382,-0.12952
1632,-0.08057,0.01575,-0.09763
1633,-0.03391,0.02008,-0.07440
1634,0.01959,0.03632,-0.06400
1635,0.06714,0.06750,-0.05386
1636,0.10217,0.10294,-0.02960
1637,0.12189,0.12521,0.00977
1638,0.12683,0.12598,0.04941
1639,0.12277,0.11456,0.07111
1640,0.11905,0.10904,0.06934
1641,0.12265,0.11774,0.05719
1642,0.13260,0.13065,0.05576
1643,0.14169,0.12958,0.07449
1644,0.14200,0.10571,0.09872
1645,0.12875,0.06583,0.09772
1646,0.09985,0.02231,0.05072
1647,0.05685,-0.01822,-0.02859
1648,0.00974,-0.05417,-0.09335
1649,-0.02206,-0.07895,-0.09644
1650,-0.02014,-0.07916,-0.03128
1651,0.01541,-0.04712,0.05658
1652,0.06046,0.00583,0.10422
1653,0.08411,0.05411,0.08575
1654,0.07669,0.07935,0.03564
1655,0.05923,0.08554,0.01462
1656,0.06195,0.08911,0.04675
1657,0.09067,0.09406,0.09021
1658,0.11594,0.08130,0.07349
1659,0.09860,0.02777,-0.03387
1660,0.02914,-0.06238,-0.18515
1661,-0.05811,-0.14890,-0.29050
1662,-0.11075,-0.18222,-0.28915
1663,-0.10101,-0.14261,-0.19293
1664,-0.04633,-0.05585,-0.06686
1665,0.00961,0.02878,0.02582
1666,0.03549,0.07581,0.06097
1667,0.03445,0.08295,0.04959
1668,0.03204,0.06976,0.01328
1669,0.04474,0.05212,-0.02948
1670,0.06183,0.02936,-0.06161
1671,0.05673,-0.00647,-0.06787
1672,0.01508,-0.05206,-0.04578
1673,-0.04959,-0.08679,-0.01303
1674,-0.10641,-0.08643,0.00479
1675,-0.13275,-0.04523,-0.00211
1676,-0.12900,0.01422,-0.01877
1677,-0.11035,0.05344,-0.02332
1678,-0.08734,0.04492,-0.01166
1679,-0.05667,-0.00772,-0.00101
1680,-0.01120,-0.07202,-0.00772
1681,0.04315,-0.10971,-0.02536
1682,0.08356,-0.10300,-0.02914
1683,0.08585,-0.06509,-0.00241
1684,0.04593,-0.02783,0.04367
1685,-0.01285,-0.01752,0.07861
1686,-0.05508,-0.03668,0.08017
1687,-0.05887,-0.06339,0.05411
1688,-0.03110,-0.06827,0.02814
1689,-0.00006,-0.03671,0.02811
1690,0.00726,0.01852,0.05786
1691,-0.01523,0.06415,0.09726
1692,-0.05106,0.06927,0.11710
1693,-0.07626,0.02905,0.09879
1694,-0.07629,-0.02914,0.04678
1695,-0.05258,-0.06390,-0.01251
1696,-0.01672,-0.04959,-0.04535
1697,0.01843,0.00473,-0.03140
1698,0.04318,0.06226,0.02234
1699,0.05164,0.08545,0.08447
1700,0.04291,0.06155,0.11859
1701,0.02411,0.00879,0.10608
1702,0.00952,-0.03897,0.05685
1703,0.01157,-0.05548,0.00180
1704,0.02957,-0.03687,-0.02682
1705,0.04834,0.00018,-0.01395
1706,0.05161,0.03421,0.03116
1707,0.03983,0.05579,0.08105
1708,0.03271,0.07190,0.10611
1709,0.04889,0.09323,0.09097
1710,0.07950,0.11514,0.04291
1711,0.08621,0.11392,-0.01385
1712,0.03433,0.06882,-0.05356
1713,-0.06375,-0.00668,-0.06219
1714,-0.14157,-0.05923,-0.04022
1715,-0.12830,-0.03531,0.00430
1716,-0.02014,0.06012,0.06033
1717,0.09433,0.14337,0.11179
1718,0.09308,0.10498,0.13593
1719,-0.07523,-0.09567,0.11371
1720,-0.33249,-0.37561,0.04874
1721,-0.51816,-0.57175,-0.02527
1722,-0.51013,-0.55756,-0.06430
1723,-0.31680,-0.33899,-0.04935
1724,-0.06177,-0.04825,-0.00403
1725,0.12021,0.15729,0.02548
1726,0.17993,0.20486,0.01248
1727,0.16226,0.13715,-0.02753
1728,0.13608,0.05252,-0.05524
1729,0.12488,0.01852,-0.04761
1730,0.10300,0.03302,-0.01849
1731,0.04596,0.05215,-0.00049
1732,-0.02890,0.04382,-0.00916
1733,-0.07535,0.01483,-0.02762
1734,-0.06516,-0.00424,-0.02557
1735,-0.01599,0.00717,0.00864
1736,0.02731,0.04083,0.05493
1737,0.03415,0.06760,0.07941
1738,0.01016,0.06168,0.06387
1739,-0.01712,0.02042,0.02042
1740,-0.02692,-0.03329,-0.02087
1741,-0.01898,-0.06732,-0.03824
1742,-0.00427,-0.06378,-0.03421
1743,0.01044,-0.03311,-0.02780
1744,0.02686,-0.00552,-0.03033
1745,0.04654,-0.00555,-0.02814
1746,0.06290,-0.03036,0.00763
1747,0.06259,-0.05313,0.08905
1748,0.03604,-0.04941,0.18558
1749,-0.01297,-0.02191,0.23349
1750,-0.06662,0.00040,0.18082
1751,-0.10199,-0.01080,0.03372
1752,-0.10449,-0.05618,-0.13773
1753,-0.07657,-0.10675,-0.24435
1754,-0.03619,-0.12811,-0.23965
1755,-0.00519,-0.10718,-0.14859
1756,0.00446,-0.05930,-0.04251
1757,-0.00348,-0.01263,0.01730
1758,-0.01443,0.01334,0.01971
1759,-0.01453,0.01797,-0.00085
1760,0.00052,0.01404,-0.00290
1761,0.02426,0.01483,0.02618
1762,0.04474,0.02396,0.06470
1763,0.05170,0.03360,0.08072
1764,0.04208,0.03131,0.06137
1765,0.02200,0.01242,0.02182
1766,0.00366,-0.01163,-0.01004
1767,-0.00223,-0.01813,-0.01767
1768,0.00568,0.00830,-0.00690
1769,0.01727,0.05679,0.00409
1770,0.01791,0.09134,0.00476
1771,0.00082,0.07700,0.00284
1772,-0.02512,0.01251,0.01578
1773,-0.03839,-0.06137,0.05206
1774,-0.01859,-0.09018,0.10095
1775,0.03845,-0.04956,0.14029
1776,0.11386,0.03351,0.15408
1777,0.17429,0.10233,0.14243
1778,0.19211,0.11697,0.11612
1779,0.16528,0.08521,0.08502
1780,0.12064,0.05127,0.05286
1781,0.09344,0.05310,0.02161
1782,0.09637,0.08667,-0.00562
1783,0.10464,0.10825,-0.02942
1784,0.07507,0.07266,-0.06052
1785,-0.01263,-0.02609,-0.11407
1786,-0.12982,-0.14639,-0.19226
1787,-0.21616,-0.22946,-0.27237
1788,-0.22827,-0.24255,-0.31668
1789,-0.17499,-0.19827,-0.29965
1790,-0.10480,-0.13556,-0.22739
1791,-0.05817,-0.08313,-0.13098
1792,-0.03323,-0.04050,-0.04135
1793,-0.00012,0.00638,0.02802
1794,0.05389,0.05490,0.07559
1795,0.09946,0.07614,0.09540
1796,0.09085,0.04105,0.07495
1797,0.01813,-0.04239,0.01416
1798,-0.07117,-0.12085,-0.05746
1799,-0.10764,-0.13211,-0.09180
1800,-0.06384,-0.05862,-0.06116
1801,0.01584,0.05008,0.00995
1802,0.05020,0.10986,0.05615
1803,-0.00766,0.06638,0.02478
1804,-0.12585,-0.05957,-0.07309
1805,-0.21594,-0.18277,-0.16437
1806,-0.20343,-0.21432,-0.17371
1807,-0.08841,-0.12762,-0.09116
1808,0.05219,0.01941,0.01538
1809,0.12115,0.12378,0.05850
1810,0.07132,0.11066,0.01007
1811,-0.06360,-0.01306,-0.07318
1812,-0.19727,-0.16525,-0.10226
1813,-0.25278,-0.25034,-0.03873
1814,-0.21014,-0.22717,0.06967
1815,-0.10767,-0.13071,0.13348
1816,-0.00394,-0.03348,0.10248
1817,0.06378,0.01535,0.00809
1818,0.09329,0.02112,-0.07013
1819,0.10028,0.02280,-0.07767
1820,0.09476,0.04770,-0.02911
1821,0.07422,0.08627,0.01413
1822,0.03683,0.10764,0.00558
1823,-0.00491,0.09369,-0.04462
1824,-0.02777,0.05588,-0.08432
1825,-0.01730,0.02081,-0.07193
1826,0.01538,0.00443,-0.01578
1827,0.03818,0.00278,0.03394
1828,0.02246,0.00449,0.03137
1829,-0.03238,0.00610,-0.02325
1830,-0.09476,0.01190,-0.08298
1831,-0.12189,0.02203,-0.09247
1832,-0.08911,0.02759,-0.03253
1833,-0.00687,0.02145,0.06601
1834,0.08627,0.01044,0.14734
1835,0.14685,0.01047,0.17126
1836,0.15054,0.02707,0.13721
1837,0.10315,0.04492,0.07657
1838,0.03549,0.04242,0.02429
1839,-0.01443,0.01828,-0.00510
1840,-0.02231,-0.00171,-0.02045
1841,0.00912,0.01135,-0.03766
1842,0.05338,0.05716,-0.06158
1843,0.07925,0.10153,-0.08121
1844,0.07321,0.10590,-0.08102
1845,0.04712,0.06232,-0.05563
1846,0.02530,-0.00110,-0.01373
1847,0.02307,-0.04620,0.03046
1848,0.03601,-0.05484,0.06726
1849,0.04932,-0.03503,0.09167
1850,0.05521,-0.00546,0.09616
1851,0.05994,0.02112,0.06940
1852,0.07339,0.03983,0.00873
1853,0.09390,0.04678,-0.06598
1854,0.10507,0.03687,-0.11627
1855,0.08932,0.00906,-0.11081
1856,0.04520,-0.02850,-0.05222
1857,-0.00839,-0.06061,0.02228
1858,-0.04541,-0.07260,0.06897
1859,-0.05258,-0.05716,0.07004
1860,-0.03918,-0.01855,0.04196
1861,-0.02893,0.02640,0.01675
1862,-0.04068,0.05188,0.01663
1863,-0.07434,0.03439,0.04138
1864,-0.11325,-0.03333,0.07117
1865,-0.14011,-0.13580,0.07614
1866,-0.15094,-0.24197,0.03091
1867,-0.15393,-0.31992,-0.06674
1868,-0.15359,-0.34705,-0.18231
1869,-0.13882,-0.31174,-0.25604
1870,-0.08942,-0.21436,-0.24277
1871,0.00113,-0.07346,-0.15131
1872,0.10864,0.06964,-0.04376
1873,0.18719,0.16254,0.01324
1874,0.20050,0.17114,0.00452
1875,0.15027,0.10580,-0.02359
1876,0.07547,0.01849,-0.01044
1877,0.02161,-0.03329,0.05911
1878,0.00558,-0.02939,0.13785
1879,0.00641,0.00012,0.15735
1880,-0.01062,0.00443,0.08856
1881,-0.05707,-0.03909,-0.03073
1882,-0.10504,-0.09918,-0.12216
1883,-0.10724,-0.11295,-0.12451
1884,-0.03955,-0.04138,-0.03864
1885,0.06989,0.08789,0.07248
1886,0.15219,0.19000,0.12924
1887,0.14600,0.18408,0.09357
1888,0.04541,0.05991,-0.00336
1889,-0.09122,-0.10550,-0.08823
1890,-0.18225,-0.20074,-0.10651
1891,-0.18124,-0.16425,-0.06628
1892,-0.10767,-0.03183,-0.02435
1893,-0.02527,0.09262,-0.02780
1894,0.01111,0.12061,-0.06543
1895,-0.00354,0.04739,-0.07767
1896,-0.02762,-0.05063,-0.01544
1897,-0.01334,-0.08420,0.10776
1898,0.05063,-0.02496,0.22052
1899,0.12875,0.07623,0.25055
1900,0.16666,0.13763,0.18213
1901,0.13428,0.11508,0.06653
1902,0.05103,0.03366,-0.01910
1903,-0.02670,-0.03915,-0.02634
1904,-0.04663,-0.05063,0.03662
1905,-0.00015,-0.00168,0.11743
1906,0.07031,0.05908,0.15619
1907,0.10318,0.07596,0.12189
1908,0.06519,0.02744,0.02930
1909,-0.02264,-0.05966,-0.07007
1910,-0.10132,-0.12988,-0.11874
1911,-0.11847,-0.13611,-0.08884
1912,-0.06601,-0.06931,0.00055
1913,0.01758,0.03708,0.09766
1914,0.07907,0.12927,0.15533
1915,0.08884,0.16705,0.16187
1916,0.05692,0.14691,0.14127
1917,0.01935,0.10004,0.12469
1918,0.00879,0.06735,0.12085
1919,0.03214,0.07053,0.11255
1920,0.06830,0.09839,0.07977
1921,0.08484,0.11789,0.02408
1922,0.06021,0.10007,-0.03003
1923,-0.00174,0.04242,-0.05624
1924,-0.07288,-0.02731,-0.04810
1925,-0.11533,-0.06894,-0.02136
1926,-0.10211,-0.05679,0.00146
1927,-0.03336,0.00171,0.00735
1928,0.06036,0.06912,-0.00299
1929,0.13046,0.10065,-0.02075
1930,0.13519,0.07159,-0.03677
1931,0.06467,-0.00946,-0.04636
1932,-0.04962,-0.10843,-0.05194
1933,-0.15018,-0.18652,-0.06055
1934,-0.18686,-0.21759,-0.07394
1935,-0.14700,-0.19299,-0.07779
1936,-0.06042,-0.11765,-0.04657
1937,0.02374,-0.00763,0.03094
1938,0.07153,0.10892,0.12646
1939,0.08295,0.19601,0.18106
1940,0.08340,0.22531,0.15399
1941,0.09656,0.19492,0.07001
1942,0.12207,0.13327,0.01044
1943,0.13577,0.07849,0.04236
1944,0.11115,0.04810,0.14761
1945,0.04465,0.02737,0.22589
1946,-0.03537,-0.01053,0.18048
1947,-0.08444,-0.07068,0.01056
1948,-0.07190,-0.12421,-0.17917
1949,-0.00299,-0.13275,-0.26535
1950,0.08322,-0.08734,-0.21017
1951,0.13956,-0.02182,-0.08646
1952,0.14166,0.01526,-0.00427
1953,0.10159,0.00418,-0.01260
1954,0.05533,-0.02911,-0.06674
1955,0.03500,-0.03943,-0.08411
1956,0.04718,-0.00504,-0.02573
1957,0.07227,0.05347,0.07397
1958,0.08298,0.09409,0.14825
1959,0.06601,0.09003,0.15857
1960,0.02979,0.04749,0.11588
1961,-0.00565,-0.00635,0.05365
1962,-0.02637,-0.04770,-0.00677
1963,-0.03458,-0.06937,-0.06161
1964,-0.04236,-0.07635,-0.10617
1965,-0.05606,-0.07574,-0.12589
1966,-0.06683,-0.07144,-0.11188
1967,-0.05795,-0.06458,-0.07886
1968,-0.02286,-0.05460,-0.05679
1969,0.02301,-0.04001,-0.06097
1970,0.04962,-0.02118,-0.07477
1971,0.03540,-0.00394,-0.06824
1972,-0.01422,0.00156,-0.03400
1973,-0.06946,-0.01068,0.00015
1974,-0.09818,-0.03476,-0.00085
1975,-0.08887,-0.05539,-0.04062
1976,-0.05569,-0.05994,-0.08356
1977,-0.02417,-0.04910,-0.08865
1978,-0.01202,-0.03510,-0.05072
1979,-0.02066,-0.03000,-0.00623
1980,-0.03915,-0.03503,0.00284
1981,-0.05273,-0.04025,-0.02780
1982,-0.04825,-0.03268,-0.05698
1983,-0.01816,-0.00638,-0.03540
1984,0.03339,0.03177,0.04434
1985,0.08615,0.06241,0.13199
1986,0.11005,0.06195,0.15564
1987,0.08496,0.01807,0.08340
1988,0.02078,-0.05545,-0.04150
1989,-0.04260,-0.11887,-0.12671
1990,-0.06171,-0.12924,-0.10104
1991,-0.02374,-0.07321,0.02637
1992,0.04071,0.01715,0.16861
1993,0.08002,0.08313,0.22495
1994,0.06143,0.08154,0.15387
1995,-0.00537,0.01599,-0.00201
1996,-0.07980,-0.06906,-0.15424
1997,-0.12402,-0.12515,-0.23215
1998,-0.12738,-0.13327,-0.22131
1999,-0.10373,-0.10693,-0.15546
2000,-0.07092,-0.06790,-0.08197
2001,-0.03635,-0.02362,-0.03220
2002,0.00003,0.03162,-0.01236
2003,0.03503,0.09763,-0.00952
2004,0.06030,0.15637,-0.00357
2005,0.07083,0.18201,0.01920
2006,0.07037,0.16174,0.05429
2007,0.06528,0.10580,0.07932
2008,0.05362,0.03812,0.07208
2009,0.02637,-0.01895,0.03448
2010,-0.01733,-0.05002,-0.00186
2011,-0.05768,-0.04321,-0.00070
2012,-0.06311,0.00772,0.04346
2013,-0.01807,0.09195,0.09601
2014,0.05725,0.17468,0.11301
2015,0.11679,0.21216,0.08325
2016,0.12387,0.18155,0.03909
2017,0.08017,0.09952,0.02255
2018,0.02203,0.00827,0.04263
2019,-0.01224,-0.05820,0.06830
2020,-0.01312,-0.09561,0.06390
2021,-0.00073,-0.11920,0.02737
2022,0.00226,-0.13687,-0.01022
2023,-0.00381,-0.13763,-0.02173
2024,0.00244,-0.10687,-0.01443
2025,0.03711,-0.04932,-0.02054
2026,0.08890,0.00818,-0.05716
2027,0.12582,0.03888,-0.10114
2028,0.12460,0.03961,-0.10696
2029,0.09293,0.03052,-0.05209
2030,0.06128,0.03159,0.03494
2031,0.05258,0.04153,0.09247
2032,0.06116,0.04034,0.07599
2033,0.06244,0.01309,-0.00290
2034,0.04156,-0.03113,-0.08359
2035,0.00928,-0.06519,-0.10532
2036,-0.01129,-0.06848,-0.05661
2037,-0.01053,-0.04553,0.01855
2038,-0.00162,-0.01965,0.06409
2039,-0.00299,-0.00928,0.06476
2040,-0.01575,-0.01236,0.05576
2041,-0.02377,-0.01474,0.07745
2042,-0.01575,-0.01144,0.12149
2043,-0.00302,-0.01572,0.12869
2044,-0.00955,-0.04364,0.04922
2045,-0.04388,-0.09052,-0.09387
2046,-0.08514,-0.12653,-0.20752
2047,-0.10004,-0.11972,-0.20425
2048,-0.07510,-0.06595,-0.08173
2049,-0.03000,0.00418,0.07053
2050,0.00079,0.04929,0.14404
2051,-0.00116,0.04977,0.09567
2052,-0.02472,0.02036,-0.02869
2053,-0.04221,-0.00671,-0.14203
2054,-0.03305,-0.00964,-0.18292
2055,0.00394,0.00900,-0.14645
2056,0.05429,0.03149,-0.06876
2057,0.09897,0.04364,0.00641
2058,0.12189,0.04449,0.05038
2059,0.11340,0.04028,0.05536
2060,0.07367,0.03336,0.03168
2061,0.01517,0.01984,0.00140
2062,-0.03934,-0.00192,-0.01297
2063,-0.06638,-0.02383,-0.00186
2064,-0.05450,-0.03241,0.02576
2065,-0.01144,-0.02145,0.05075
2066,0.04071,0.00168,0.06067
2067,0.08035,0.02454,0.06076
2068,0.10107,0.04327,0.06912
2069,0.11401,0.06461,0.09943
2070,0.13428,0.09189,0.14511
2071,0.16122,0.11249,0.17883
2072,0.17191,0.10449,0.16956
2073,0.13632,0.05978,0.10577
2074,0.04489,-0.00214,0.00574
2075,-0.07562,-0.04703,-0.09393
2076,-0.17392,-0.05563,-0.16245
2077,-0.20624,-0.03998,-0.19110
2078,-0.16394,-0.02914,-0.18906
2079,-0.07687,-0.04004,-0.16589
2080,0.00830,-0.06265,-0.12155
2081,0.05713,-0.07220,-0.05353
2082,0.06461,-0.05374,0.02789
2083,0.05072,-0.01462,0.09561
2084,0.04123,0.02332,0.12073
2085,0.04825,0.04022,0.09439
2086,0.06528,0.02991,0.03629
2087,0.07880,0.00150,-0.01840
2088,0.08481,-0.02582,-0.04327
2089,0.09216,-0.03259,-0.03656
2090,0.10916,-0.01077,-0.01648
2091,0.12766,0.02982,-0.00146
2092,0.12518,0.06769,0.00613
2093,0.08688,0.08578,0.01804
2094,0.02496,0.08340,0.04214
2095,-0.02701,0.07230,0.06833
2096,-0.04224,0.06177,0.07578
2097,-0.02390,0.04987,0.05640
2098,0.00027,0.02985,0.02884
2099,0.00439,0.00232,0.02350
2100,-0.01578,-0.02277,0.04968
2101,-0.04651,-0.03616,0.07944
2102,-0.07266,-0.03751,0.06989
2103,-0.08569,-0.03152,0.00653
2104,-0.07971,-0.01886,-0.07574
2105,-0.04919,0.00351,-0.11780
2106,0.00247,0.03149,-0.08621
2107,0.05539,0.04877,-0.00186
2108,0.08282,0.03885,0.07822
2109,0.07443,0.00385,0.10660
2110,0.04813,-0.03378,0.07770
2111,0.03302,-0.05212,0.02264
2112,0.03922,-0.05206,-0.02051
2113,0.04669,-0.05441,-0.03290
2114,0.02725,-0.07285,-0.01920
2115,-0.02255,-0.09247,0.00488
2116,-0.07251,-0.08035,0.02646
2117,-0.08383,-0.02008,0.04117
2118,-0.04395,0.06525,0.05020
2119,0.02240,0.12671,0.05438
2120,0.07385,0.12921,0.05133
2121,0.08450,0.08032,0.03860
2122,0.05942,0.02356,0.02036
2123,0.02545,0.00311,0.00958
2124,0.00900,0.03101,0.01999
2125,0.01962,0.08243,0.05240
