# probe_name     : rest
# profile        : max-debug
# profile_type   : debug
# arm            : right
# kind           : baseline
# recorded_utc   : 2026-08-08T06:41:14.372Z
# duration_s     : 5.000
# sample_rate_hz : 1000
# n_samples      : 5000
# channels       : ulnar, median, radial
# value_range    : -1..+1  (Companion raw SNC)
# notes          : session baseline (recorded via header button)
# effort         : easy
# fatigue        : none
# schema         : armband/probe/1
t_ms,ulnar,median,radial
3545,0.15512,0.16748,0.01880
3546,0.16998,0.11096,-0.00064
3547,0.11090,0.00339,0.00241
3548,0.00647,-0.10376,0.02634
3549,-0.09039,-0.17062,0.03738
3550,-0.13873,-0.18521,0.00079
3551,-0.13306,-0.15845,-0.08176
3552,-0.09784,-0.10980,-0.16611
3553,-0.06158,-0.05740,-0.19882
3554,-0.03479,-0.01501,-0.15884
3555,-0.00830,0.00916,-0.07071
3556,0.03015,0.01465,0.01938
3557,0.07828,0.00888,0.07843
3558,0.11642,0.00162,0.10110
3559,0.12137,-0.00323,0.09747
3560,0.08548,-0.01013,0.07428
3561,0.02481,-0.02588,0.03131
3562,-0.03101,-0.04974,-0.02759
3563,-0.05838,-0.07022,-0.08594
3564,-0.05328,-0.07211,-0.12207
3565,-0.02917,-0.04932,-0.12497
3566,-0.00406,-0.01273,-0.10162
3567,0.00998,0.01477,-0.06906
3568,0.00916,0.01538,-0.04111
3569,-0.00217,-0.00641,-0.02368
3570,-0.00830,-0.02097,-0.01859
3571,0.01773,0.00763,-0.02460
3572,0.09897,0.09018,-0.03113
3573,0.22488,0.19180,-0.01648
3574,0.33270,0.24316,0.03558
3575,0.33005,0.18192,0.10950
3576,0.15799,-0.00171,0.15060
3577,-0.14969,-0.24817,0.09833
3578,-0.46548,-0.45642,-0.05875
3579,-0.64056,-0.53952,-0.25558
3580,-0.60153,-0.47244,-0.38498
3581,-0.39700,-0.30145,-0.37378
3582,-0.15640,-0.11148,-0.23767
3583,0.00424,0.02499,-0.06665
3584,0.05411,0.08319,0.04663
3585,0.04510,0.08588,0.07297
3586,0.04895,0.07407,0.05252
3587,0.09470,0.07452,0.04401
3588,0.15604,0.08771,0.06885
3589,0.18726,0.09918,0.10031
3590,0.16632,0.09805,0.09937
3591,0.10794,0.08466,0.05655
3592,0.04471,0.06476,-0.00058
3593,0.00183,0.04190,-0.03650
3594,-0.01202,0.01773,-0.04099
3595,0.00095,-0.00229,-0.03372
3596,0.03430,-0.00854,-0.03900
3597,0.07617,0.00464,-0.05789
3598,0.10782,0.03046,-0.06641
3599,0.11008,0.05173,-0.04077
3600,0.07657,0.05322,0.01566
3601,0.02066,0.03317,0.07114
3602,-0.03134,0.00375,0.09323
3603,-0.05713,-0.01889,0.07867
3604,-0.05136,-0.02527,0.05652
3605,-0.02618,-0.01721,0.05865
3606,-0.00171,-0.00580,0.08557
3607,0.00571,-0.00540,0.10150
3608,-0.00925,-0.02533,0.06668
3609,-0.03970,-0.06110,-0.02151
3610,-0.07047,-0.09204,-0.11826
3611,-0.08548,-0.09140,-0.16412
3612,-0.07681,-0.04675,-0.13278
3613,-0.04922,0.02505,-0.05054
3614,-0.01712,0.08398,0.02823
3615,0.00394,0.09436,0.06595
3616,0.00549,0.05261,0.06601
3617,-0.01111,-0.00873,0.05862
3618,-0.03668,-0.04681,0.06683
3619,-0.05841,-0.04276,0.08658
3620,-0.06415,-0.01492,0.09637
3621,-0.04816,0.00064,0.08197
3622,-0.01617,-0.01599,0.05127
3623,0.01550,-0.05078,0.02701
3624,0.02924,-0.07074,0.02737
3625,0.01788,-0.05627,0.05127
3626,-0.01111,-0.02081,0.07874
3627,-0.04321,0.00101,0.08405
3628,-0.06778,-0.01498,0.05270
3629,-0.08185,-0.06110,-0.00748
3630,-0.08469,-0.10501,-0.06815
3631,-0.07254,-0.11777,-0.09616
3632,-0.04196,-0.09488,-0.07538
3633,0.00208,-0.05420,-0.01883
3634,0.04443,-0.01736,0.03845
3635,0.06888,0.00549,0.06281
3636,0.06970,0.01624,0.04300
3637,0.05450,0.02103,-0.00629
3638,0.03647,0.02527,-0.05911
3639,0.02463,0.03348,-0.09665
3640,0.02115,0.04755,-0.11493
3641,0.02405,0.06207,-0.11884
3642,0.02994,0.06448,-0.11230
3643,0.03445,0.04532,-0.09387
3644,0.03305,0.01041,-0.06049
3645,0.02451,-0.01984,-0.01422
3646,0.01318,-0.02725,0.03479
3647,0.00592,-0.01285,0.07260
3648,0.00574,0.00494,0.09009
3649,0.00894,0.00934,0.08984
3650,0.00992,0.00171,0.08463
3651,0.00824,-0.00156,0.08777
3652,0.01056,0.01346,0.10312
3653,0.02469,0.04593,0.12238
3654,0.05130,0.08353,0.13120
3655,0.08084,0.11234,0.11719
3656,0.09845,0.12067,0.07474
3657,0.09387,0.09857,0.00812
3658,0.06985,0.04388,-0.06421
3659,0.04221,-0.02597,-0.10956
3660,0.02914,-0.07404,-0.09634
3661,0.03534,-0.06891,-0.02197
3662,0.04465,-0.01801,0.07047
3663,0.03238,0.02853,0.11353
3664,-0.00882,0.01843,0.06961
3665,-0.05200,-0.04794,-0.02768
3666,-0.04990,-0.10535,-0.09067
3667,0.02502,-0.07596,-0.05008
3668,0.14642,0.05469,0.07870
3669,0.23999,0.20987,0.20026
3670,0.23264,0.27472,0.21692
3671,0.10876,0.18893,0.11295
3672,-0.07178,-0.00128,-0.03201
3673,-0.21118,-0.17795,-0.11215
3674,-0.23920,-0.24216,-0.08453
3675,-0.15717,-0.18402,0.00125
3676,-0.02988,-0.07651,0.05380
3677,0.06570,-0.00690,0.02109
3678,0.09286,-0.00931,-0.07022
3679,0.06992,-0.05219,-0.14474
3680,0.04175,-0.08014,-0.14291
3681,0.03717,-0.06488,-0.06305
3682,0.04889,-0.02118,0.04669
3683,0.04907,0.01572,0.12766
3684,0.01987,0.02176,0.14465
3685,-0.03156,-0.00345,0.09607
3686,-0.08438,-0.04437,0.00815
3687,-0.12418,-0.08078,-0.07578
3688,-0.14874,-0.09229,-0.11246
3689,-0.15732,-0.06351,-0.08499
3690,-0.14172,0.00415,-0.02380
3691,-0.09372,0.08392,0.00595
3692,-0.02127,0.13528,-0.04370
3693,0.04877,0.13397,-0.15161
3694,0.08838,0.09354,-0.23102
3695,0.09009,0.05234,-0.20074
3696,0.06873,0.03519,-0.06573
3697,0.04138,0.02838,0.07291
3698,0.00864,-0.00247,0.09866
3699,-0.04132,-0.06836,-0.01706
3700,-0.10947,-0.13391,-0.18457
3701,-0.17084,-0.14349,-0.26837
3702,-0.18799,-0.07373,-0.19748
3703,-0.14297,0.03961,-0.01657
3704,-0.05786,0.12677,0.15918
3705,0.01855,0.13831,0.23657
3706,0.04724,0.07922,0.20343
3707,0.02744,-0.00266,0.11618
3708,-0.00623,-0.05682,0.04373
3709,-0.01343,-0.06174,0.02145
3710,0.02155,-0.02747,0.04440
3711,0.08243,0.02249,0.08829
3712,0.13699,0.06863,0.13101
3713,0.15988,0.10086,0.15912
3714,0.14441,0.11530,0.16379
3715,0.10004,0.11053,0.13867
3716,0.04343,0.08725,0.08417
3717,-0.00858,0.04941,0.01328
3718,-0.04242,0.00525,-0.04968
3719,-0.05026,-0.03305,-0.07953
3720,-0.03256,-0.05173,-0.06442
3721,0.00150,-0.04135,-0.01389
3722,0.03732,-0.00433,0.04590
3723,0.06052,0.04175,0.08649
3724,0.06241,0.07083,0.09219
3725,0.04337,0.06390,0.06656
3726,0.01361,0.02280,0.02777
3727,-0.01071,-0.02878,-0.00333
3728,-0.01624,-0.06073,-0.01379
3729,-0.00214,-0.05695,-0.00287
3730,0.01788,-0.02487,0.02130
3731,0.02570,0.01282,0.04785
3732,0.01431,0.03674,0.06772
3733,-0.00491,0.04272,0.07401
3734,-0.01190,0.03870,0.06232
3735,0.00372,0.03299,0.03345
3736,0.03287,0.02707,-0.00296
3737,0.05505,0.01807,-0.02972
3738,0.05692,0.00574,-0.03146
3739,0.04236,-0.00613,-0.00607
3740,0.02579,-0.01392,0.03302
3741,0.01682,-0.01819,0.06686
3742,0.01266,-0.02252,0.08429
3743,0.00461,-0.02933,0.08517
3744,-0.01065,-0.03897,0.07190
3745,-0.02777,-0.05240,0.04190
3746,-0.03955,-0.07089,-0.00677
3747,-0.04327,-0.09106,-0.06100
3748,-0.03873,-0.10016,-0.08884
3749,-0.02252,-0.08124,-0.05902
3750,0.00934,-0.02850,0.02802
3751,0.04913,0.04010,0.12741
3752,0.07077,0.08774,0.17337
3753,0.04413,0.08276,0.12622
3754,-0.03552,0.02475,0.00497
3755,-0.13116,-0.05054,-0.12341
3756,-0.18329,-0.09448,-0.19131
3757,-0.15411,-0.08163,-0.17682
3758,-0.05804,-0.02759,-0.11267
3759,0.05075,0.02597,-0.05240
3760,0.12173,0.04651,-0.02621
3761,0.14096,0.03400,-0.02386
3762,0.12518,0.01318,-0.01617
3763,0.09131,0.00525,0.01004
3764,0.03992,0.00980,0.03989
3765,-0.02966,0.01434,0.05112
3766,-0.09460,0.01703,0.04388
3767,-0.11127,0.03366,0.04495
3768,-0.05103,0.07867,0.07892
3769,0.06528,0.14072,0.13629
3770,0.17255,0.18311,0.17380
3771,0.20740,0.17233,0.15131
3772,0.15506,0.10852,0.07074
3773,0.05698,0.02771,-0.02133
3774,-0.02466,-0.02612,-0.07111
3775,-0.05209,-0.03278,-0.05972
3776,-0.03091,-0.00439,-0.01218
3777,0.00562,0.03168,0.03061
3778,0.02628,0.05554,0.04630
3779,0.02176,0.06345,0.04044
3780,0.00424,0.06061,0.02991
3781,-0.00729,0.05069,0.02371
3782,-0.00317,0.03348,0.02078
3783,0.00925,0.01010,0.01938
3784,0.01093,-0.01285,0.02063
3785,-0.01248,-0.02661,0.02112
3786,-0.05444,-0.02740,0.00882
3787,-0.08563,-0.01941,-0.02496
3788,-0.07227,-0.00919,-0.06741
3789,-0.00409,0.00211,-0.08374
3790,0.09030,0.01834,-0.04453
3791,0.15619,0.03909,0.04181
3792,0.14844,0.05197,0.12628
3793,0.06427,0.03925,0.15506
3794,-0.05161,-0.00348,0.11374
3795,-0.13522,-0.05600,0.03772
3796,-0.14481,-0.08481,-0.02148
3797,-0.08603,-0.07111,-0.04108
3798,-0.00360,-0.02951,-0.04074
3799,0.05206,0.00259,-0.05576
3800,0.05731,-0.00275,-0.09933
3801,0.02451,-0.04001,-0.15048
3802,-0.01511,-0.07593,-0.17557
3803,-0.03687,-0.07877,-0.15848
3804,-0.03683,-0.04410,-0.11169
3805,-0.02698,0.00403,-0.06287
3806,-0.02014,0.03445,-0.03244
3807,-0.01965,0.03293,-0.02219
3808,-0.02054,0.01077,-0.01950
3809,-0.01804,-0.00580,-0.01111
3810,-0.01373,0.00378,0.00552
3811,-0.01382,0.03851,0.02057
3812,-0.02197,0.07547,0.02194
3813,-0.03384,0.08652,0.00961
3814,-0.03934,0.06122,0.00031
3815,-0.03134,0.01837,0.01425
3816,-0.01352,-0.00668,0.05386
3817,0.00070,0.00818,0.09512
3818,-0.00076,0.04935,0.10559
3819,-0.01691,0.07382,0.07520
3820,-0.03247,0.04312,0.02936
3821,-0.03012,-0.04208,0.00858
3822,-0.00674,-0.13724,0.03131
3823,0.02081,-0.18500,0.07590
3824,0.02716,-0.15781,0.09924
3825,-0.00122,-0.07712,0.07455
3826,-0.05173,0.00571,0.01395
3827,-0.08969,0.04990,-0.04153
3828,-0.07959,0.05356,-0.05231
3829,-0.01004,0.04788,-0.00638
3830,0.09396,0.06403,0.07449
3831,0.18164,0.10214,0.14743
3832,0.20563,0.12891,0.17154
3833,0.15170,0.10483,0.13187
3834,0.04739,0.01938,0.05154
3835,-0.05670,-0.09543,-0.01953
3836,-0.11914,-0.18326,-0.03735
3837,-0.12863,-0.19995,0.00366
3838,-0.10013,-0.14105,0.06662
3839,-0.05487,-0.04205,0.10245
3840,-0.00568,0.04614,0.08875
3841,0.04117,0.08795,0.04208
3842,0.07635,0.08023,-0.00424
3843,0.08716,0.04764,-0.03192
3844,0.06909,0.02249,-0.04572
3845,0.03564,0.02365,-0.05426
3846,0.01074,0.04602,-0.05069
3847,0.00793,0.06656,-0.01953
3848,0.01730,0.06116,0.03705
3849,0.01627,0.02304,0.08582
3850,-0.00497,-0.02972,0.08450
3851,-0.02933,-0.06360,0.02213
3852,-0.02786,-0.05185,-0.06207
3853,0.00885,0.00363,-0.10562
3854,0.05396,0.06775,-0.07437
3855,0.06247,0.09195,0.00739
3856,0.01083,0.04819,0.07663
3857,-0.07809,-0.04700,0.08344
3858,-0.14893,-0.13953,0.02957
3859,-0.15643,-0.17447,-0.03812
3860,-0.10107,-0.13562,-0.06888
3861,-0.02707,-0.05710,-0.04694
3862,0.01297,0.00391,0.00180
3863,-0.00357,0.01022,0.03464
3864,-0.05853,-0.03116,0.02420
3865,-0.11292,-0.08139,-0.02481
3866,-0.13599,-0.10422,-0.08142
3867,-0.11972,-0.09088,-0.10977
3868,-0.07330,-0.05725,-0.09207
3869,-0.01105,-0.02301,-0.04041
3870,0.05289,0.00418,0.01071
3871,0.10223,0.02570,0.02817
3872,0.12018,0.04022,0.00507
3873,0.09952,0.04004,-0.03375
3874,0.05319,0.02188,-0.05206
3875,0.01126,-0.00171,-0.03244
3876,0.00061,-0.00674,0.00946
3877,0.02356,0.02090,0.03928
3878,0.05444,0.06723,0.03357
3879,0.06018,0.09454,-0.00223
3880,0.02765,0.07050,-0.04187
3881,-0.02588,-0.00214,-0.06143
3882,-0.06732,-0.08197,-0.05606
3883,-0.07367,-0.11795,-0.03735
3884,-0.04636,-0.08801,-0.01910
3885,-0.00430,-0.01514,-0.00699
3886,0.03430,0.05249,0.00082
3887,0.06345,0.07901,0.00757
3888,0.08633,0.06424,0.01468
3889,0.10529,0.03564,0.02267
3890,0.11685,0.02051,0.03232
3891,0.11615,0.02563,0.04306
3892,0.10391,0.03894,0.05078
3893,0.08682,0.04483,0.04880
3894,0.07092,0.03552,0.03326
3895,0.05646,0.01218,0.01065
3896,0.04169,-0.01703,0.00125
3897,0.03244,-0.03531,0.03189
3898,0.04495,-0.01935,0.11517
3899,0.09259,0.04395,0.22464
3900,0.16461,0.13382,0.29083
3901,0.21854,0.19131,0.23694
3902,0.20175,0.15292,0.04111
3903,0.09189,0.00500,-0.22336
3904,-0.07578,-0.18829,-0.41776
3905,-0.22153,-0.31815,-0.43152
3906,-0.27060,-0.30661,-0.26904
3907,-0.20337,-0.16565,-0.05182
3908,-0.06766,0.01117,0.07495
3909,0.05536,0.11761,0.05499
3910,0.10483,0.10776,-0.04453
3911,0.07434,0.01666,-0.10388
3912,0.00626,-0.07895,-0.05887
3913,-0.04416,-0.12045,0.05194
3914,-0.04578,-0.09943,0.13565
3915,-0.00549,-0.04663,0.13443
3916,0.04587,0.00000,0.06955
3917,0.07956,0.01843,0.00748
3918,0.08569,0.00497,-0.00949
3919,0.07022,-0.03397,0.00281
3920,0.04004,-0.08670,-0.00266
3921,-0.00525,-0.13596,-0.04987
3922,-0.06644,-0.16205,-0.11395
3923,-0.13113,-0.15305,-0.14520
3924,-0.17178,-0.11380,-0.11432
3925,-0.16269,-0.06229,-0.03574
3926,-0.10214,-0.01413,0.04953
3927,-0.01807,0.02994,0.10934
3928,0.05026,0.07944,0.13989
3929,0.07993,0.13593,0.15460
3930,0.07639,0.18124,0.15955
3931,0.06125,0.18781,0.14334
3932,0.04935,0.14368,0.09192
3933,0.03775,0.06824,0.01138
3934,0.01553,0.00089,-0.06647
3935,-0.01718,-0.02737,-0.10419
3936,-0.04214,-0.01416,-0.08771
3937,-0.03680,0.01859,-0.03793
3938,0.00259,0.04529,0.00552
3939,0.05066,0.05212,0.01419
3940,0.06827,0.03656,-0.01062
3941,0.03363,-0.00012,-0.04385
3942,-0.03638,-0.05389,-0.05942
3943,-0.09485,-0.11166,-0.04919
3944,-0.09958,-0.15097,-0.02438
3945,-0.04605,-0.15253,-0.00143
3946,0.02960,-0.11557,0.01230
3947,0.08105,-0.05917,0.02112
3948,0.08908,-0.00601,0.03119
3949,0.07257,0.03519,0.04016
3950,0.06329,0.06873,0.03693
3951,0.06976,0.09439,0.01279
3952,0.06592,0.09479,-0.02737
3953,0.01788,0.04752,-0.06525
3954,-0.07584,-0.04578,-0.08139
3955,-0.17041,-0.14389,-0.06952
3956,-0.20389,-0.18735,-0.04099
3957,-0.14633,-0.14401,-0.01648
3958,-0.02557,-0.03885,-0.01276
3959,0.09305,0.06262,-0.03235
3960,0.15503,0.10620,-0.06158
3961,0.15082,0.09003,-0.07678
3962,0.11002,0.05777,-0.05777
3963,0.06717,0.05157,-0.00323
3964,0.03506,0.07169,0.06281
3965,0.00720,0.08105,0.10281
3966,-0.02078,0.04843,0.09213
3967,-0.03903,-0.01550,0.03973
3968,-0.03470,-0.06573,-0.01620
3969,-0.01038,-0.06470,-0.03693
3970,0.01404,-0.01614,-0.01166
3971,0.02155,0.04175,0.03888
3972,0.01740,0.07251,0.08337
3973,0.02380,0.06897,0.10294
3974,0.05295,0.04843,0.09598
3975,0.08725,0.02707,0.06729
3976,0.09067,0.00473,0.02066
3977,0.04269,-0.02670,-0.03595
3978,-0.03842,-0.06567,-0.08398
3979,-0.10715,-0.09659,-0.10159
3980,-0.12668,-0.10278,-0.08295
3981,-0.09573,-0.08124,-0.04810
3982,-0.04395,-0.04346,-0.02841
3983,-0.00516,-0.00522,-0.03799
3984,0.00510,0.02237,-0.05911
3985,-0.00906,0.03320,-0.05750
3986,-0.03506,0.02411,-0.01379
3987,-0.06006,-0.00253,0.05798
3988,-0.07141,-0.03412,0.12201
3989,-0.05914,-0.05161,0.14890
3990,-0.02542,-0.04373,0.13483
3991,0.00833,-0.01932,0.09665
3992,0.01093,-0.00320,0.05304
3993,-0.03415,-0.01498,0.01178
3994,-0.10938,-0.04855,-0.02634
3995,-0.17017,-0.07278,-0.05679
3996,-0.17587,-0.05521,-0.06885
3997,-0.12000,0.00931,-0.05624
3998,-0.03442,0.08969,-0.02954
3999,0.03473,0.13861,-0.01404
4000,0.05899,0.12619,-0.03085
4001,0.04199,0.06134,-0.07602
4002,0.00912,-0.01636,-0.11801
4003,-0.01556,-0.06686,-0.12015
4004,-0.02484,-0.07602,-0.07129
4005,-0.02567,-0.05688,0.00107
4006,-0.02386,-0.02789,0.04941
4007,-0.01196,0.00824,0.04391
4008,0.02646,0.06250,-0.00119
4009,0.09756,0.13635,-0.03760
4010,0.17960,0.20279,-0.02301
4011,0.22559,0.21600,0.04065
4012,0.19083,0.14673,0.10641
4013,0.06754,0.01328,0.12231
4014,-0.10095,-0.12241,0.07812
4015,-0.24127,-0.19534,0.01416
4016,-0.29504,-0.18475,-0.02011
4017,-0.25497,-0.12854,-0.01910
4018,-0.16504,-0.09189,-0.03094
4019,-0.08450,-0.11340,-0.10660
4020,-0.04437,-0.17227,-0.23520
4021,-0.03149,-0.20468,-0.33334
4022,-0.01144,-0.15839,-0.31046
4023,0.03177,-0.04068,-0.15454
4024,0.07693,0.08173,0.04446
4025,0.08539,0.13281,0.16202
4026,0.04047,0.08719,0.13898
4027,-0.03195,-0.01077,0.02405
4028,-0.08255,-0.08395,-0.07660
4029,-0.07999,-0.08359,-0.09140
4030,-0.03561,-0.02271,-0.03326
4031,0.01028,0.04245,0.02991
4032,0.02515,0.06244,0.04419
4033,0.00812,0.03107,0.01135
4034,-0.01773,-0.01883,-0.02722
4035,-0.03171,-0.04968,-0.03635
4036,-0.03183,-0.04950,-0.01559
4037,-0.02841,-0.03458,0.00992
4038,-0.02740,-0.02789,0.01743
4039,-0.02417,-0.03714,0.00397
4040,-0.01291,-0.05090,-0.01776
4041,0.00241,-0.05246,-0.03320
4042,0.00992,-0.03586,-0.03421
4043,0.00247,-0.00977,-0.01889
4044,-0.01343,0.01089,0.01028
4045,-0.02371,0.01688,0.04593
4046,-0.02097,0.00992,0.07584
4047,-0.01163,-0.00082,0.08829
4048,-0.00864,-0.00656,0.07953
4049,-0.01785,-0.00558,0.05563
4050,-0.03329,-0.00537,0.02582
4051,-0.04553,-0.01831,-0.00607
4052,-0.05270,-0.05200,-0.04184
4053,-0.06122,-0.09924,-0.08023
4054,-0.07565,-0.13690,-0.11008
4055,-0.08997,-0.13947,-0.11575
4056,-0.09137,-0.10083,-0.09280
4057,-0.07343,-0.04547,-0.05707
4058,-0.04413,-0.01450,-0.03519
4059,-0.01978,-0.03268,-0.04260
4060,-0.01059,-0.08362,-0.06937
4061,-0.01303,-0.11813,-0.08844
4062,-0.01605,-0.09317,-0.07916
4063,-0.01318,-0.00925,-0.04358
4064,-0.00797,0.08722,-0.00177
4065,-0.00790,0.14011,0.02631
4066,-0.01535,0.12683,0.03369
4067,-0.02441,0.07217,0.02521
4068,-0.02588,0.02319,0.00986
4069,-0.01376,0.01038,-0.00247
4070,0.01163,0.02826,-0.00101
4071,0.04407,0.04788,0.02182
4072,0.07272,0.04504,0.06030
4073,0.08539,0.01895,0.09277
4074,0.07474,-0.01132,0.09509
4075,0.04471,-0.02545,0.06128
4076,0.01077,-0.01785,0.00952
4077,-0.00909,0.00040,-0.03458
4078,-0.00653,0.01312,-0.06036
4079,0.01144,0.01309,-0.07596
4080,0.02792,0.00583,-0.08994
4081,0.02884,0.00177,-0.09579
4082,0.01416,0.00568,-0.07950
4083,0.00168,0.01544,-0.04077
4084,0.01935,0.03110,0.00104
4085,0.08688,0.06064,0.02896
4086,0.19446,0.11105,0.05219
4087,0.29428,0.16968,0.09814
4088,0.31970,0.19717,0.17343
4089,0.22784,0.14905,0.23599
4090,0.03702,0.01355,0.21906
4091,-0.17334,-0.16513,0.09415
4092,-0.30725,-0.30353,-0.08588
4093,-0.31073,-0.32880,-0.21332
4094,-0.20184,-0.22742,-0.20734
4095,-0.05258,-0.05798,-0.08127
4096,0.05954,0.08304,0.06641
4097,0.09500,0.12250,0.13312
4098,0.06635,0.06024,0.09686
4099,0.02167,-0.02936,0.03040
4100,0.01068,-0.05170,0.03027
4101,0.05173,0.03104,0.12198
4102,0.11801,0.16190,0.22720
4103,0.15439,0.22934,0.22833
4104,0.11850,0.16199,0.07837
4105,0.01657,-0.00360,-0.14310
4106,-0.09717,-0.14731,-0.28506
4107,-0.16098,-0.16714,-0.24857
4108,-0.15274,-0.06644,-0.06943
4109,-0.10190,0.05408,0.11450
4110,-0.05869,0.09015,0.18030
4111,-0.05099,0.02267,0.11407
4112,-0.06885,-0.07870,0.00183
4113,-0.08398,-0.13098,-0.06134
4114,-0.07962,-0.11148,-0.05133
4115,-0.06146,-0.06308,-0.01559
4116,-0.04578,-0.03958,-0.00989
4117,-0.04208,-0.05386,-0.04364
4118,-0.04724,-0.07608,-0.08167
4119,-0.05060,-0.07129,-0.08713
4120,-0.04175,-0.03183,-0.05518
4121,-0.01572,0.02264,-0.00876
4122,0.02313,0.06693,0.02866
4123,0.05942,0.08734,0.05048
4124,0.07278,0.08307,0.06250
4125,0.05194,0.05984,0.06924
4126,0.00702,0.02719,0.06903
4127,-0.03403,-0.00223,0.06052
4128,-0.04700,-0.01715,0.04861
4129,-0.03329,-0.01633,0.04147
4130,-0.02026,-0.01120,0.04227
4131,-0.03598,-0.01666,0.04630
4132,-0.07990,-0.03580,0.04712
4133,-0.11765,-0.05438,0.04474
4134,-0.10922,-0.05289,0.04572
4135,-0.04633,-0.02606,0.05508
4136,0.03586,0.00894,0.06937
4137,0.08542,0.02686,0.07956
4138,0.07736,0.01859,0.08105
4139,0.03439,0.00125,0.07977
4140,0.00568,0.00198,0.08609
4141,0.02267,0.02963,0.10422
4142,0.07175,0.06339,0.12854
4143,0.10797,0.07169,0.15036
4144,0.09613,0.04398,0.16617
4145,0.04178,0.00311,0.17599
4146,-0.01480,-0.01584,0.17496
4147,-0.03464,-0.00012,0.15134
4148,-0.01276,0.02737,0.09805
4149,0.02136,0.02991,0.02667
4150,0.03299,-0.00763,-0.03357
4151,0.01328,-0.06448,-0.05661
4152,-0.01645,-0.10379,-0.04288
4153,-0.02896,-0.10535,-0.02148
4154,-0.01904,-0.07968,-0.02634
4155,-0.00708,-0.05206,-0.06598
4156,-0.01562,-0.03601,-0.11435
4157,-0.04266,-0.02338,-0.13223
4158,-0.05942,0.00153,-0.10089
4159,-0.03659,0.04044,-0.03891
4160,0.02560,0.07578,0.01273
4161,0.09302,0.08603,0.02454
4162,0.12503,0.06635,0.00198
4163,0.10922,0.03412,-0.02158
4164,0.07147,0.01413,-0.01566
4165,0.05157,0.01746,0.02069
4166,0.06656,0.03271,0.05905
4167,0.09509,0.03656,0.06805
4168,0.09698,0.01385,0.04092
4169,0.04993,-0.02969,0.00079
4170,-0.02982,-0.07224,-0.02032
4171,-0.10028,-0.09222,-0.00906
4172,-0.12708,-0.08295,0.01849
4173,-0.10718,-0.05350,0.03110
4174,-0.06509,-0.01837,0.00827
4175,-0.02911,0.01395,-0.04254
4176,-0.01224,0.04288,-0.09122
4177,-0.01147,0.06845,-0.10715
4178,-0.02005,0.08438,-0.08139
4179,-0.03519,0.08005,-0.03210
4180,-0.05450,0.05048,0.00974
4181,-0.06949,0.00446,0.02246
4182,-0.06870,-0.03830,0.00732
4183,-0.04944,-0.05911,-0.01566
4184,-0.02435,-0.05173,-0.02350
4185,-0.01184,-0.02365,-0.00473
4186,-0.01810,0.01108,0.03561
4187,-0.02975,0.03979,0.08145
4188,-0.02652,0.05441,0.11462
4189,-0.00211,0.05084,0.12390
4190,0.02902,0.03049,0.10986
4191,0.04651,0.00244,0.08408
4192,0.04517,-0.01834,0.06039
4193,0.03970,-0.01990,0.04391
4194,0.04767,-0.00311,0.02667
4195,0.06973,0.01761,-0.00363
4196,0.08801,0.02554,-0.04794
4197,0.08478,0.01575,-0.08832
4198,0.06140,-0.00095,-0.09845
4199,0.03845,-0.00729,-0.06558
4200,0.03622,0.00531,-0.00409
4201,0.05548,0.02927,0.05240
4202,0.07593,0.04630,0.07486
4203,0.07401,0.04141,0.05862
4204,0.04443,0.01520,0.02304
4205,0.00668,-0.01489,-0.00693
4206,-0.00903,-0.02499,-0.01993
4207,0.01285,-0.00195,-0.02304
4208,0.05743,0.04514,-0.02982
4209,0.08774,0.08817,-0.04456
4210,0.07355,0.09903,-0.05701
4211,0.01846,0.07111,-0.05157
4212,-0.04095,0.02530,-0.02313
4213,-0.06604,-0.00656,0.01447
4214,-0.05069,-0.00873,0.03461
4215,-0.02646,0.00580,0.01657
4216,-0.03116,0.00885,-0.03711
4217,-0.07147,-0.01440,-0.09772
4218,-0.11673,-0.04947,-0.12711
4219,-0.12918,-0.06534,-0.10330
4220,-0.09839,-0.04391,-0.03729
4221,-0.04401,0.00232,0.03305
4222,0.01160,0.04099,0.06677
4223,0.06583,0.04706,0.04376
4224,0.12689,0.02014,-0.02765
4225,0.18613,-0.02225,-0.12085
4226,0.20862,-0.06415,-0.20615
4227,0.15970,-0.10226,-0.25964
4228,0.04184,-0.13986,-0.26605
4229,-0.09827,-0.17432,-0.22183
4230,-0.20215,-0.19312,-0.13873
4231,-0.23956,-0.18127,-0.04208
4232,-0.21875,-0.13208,0.04044
4233,-0.16412,-0.05298,0.09225
4234,-0.09204,0.03503,0.11215
4235,-0.01105,0.10306,0.10800
4236,0.06177,0.12653,0.08887
4237,0.09854,0.10181,0.06421
4238,0.08414,0.05533,0.04639
4239,0.04108,0.03195,0.04715
4240,0.02170,0.06393,0.06827
4241,0.06445,0.14249,0.09735
4242,0.15237,0.21783,0.11664
4243,0.21643,0.23062,0.11710
4244,0.18692,0.15076,0.10205
4245,0.05075,-0.00540,0.07773
4246,-0.13474,-0.18683,0.04523
4247,-0.28192,-0.33316,0.00537
4248,-0.33206,-0.39606,-0.03085
4249,-0.28583,-0.35345,-0.04611
4250,-0.18829,-0.22015,-0.03662
4251,-0.08978,-0.05023,-0.02591
4252,-0.01755,0.08188,-0.04980
4253,0.02563,0.12119,-0.12009
